name,prefecture,area,type,avg_temp,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,website,map
そらぷちキャンプ場,北海道,,,7.0,-6.9,-6.1,-1.7,5.0,11.7,16.2,20.0,20.7,16.3,9.6,2.6,-4.0,,"https://www.google.com/maps?q=43.6316082,142.00027"
モラップキャンプ場,北海道,,,6.9,-4.8,-4.5,-1.0,4.4,9.9,14.0,18.0,19.4,16.1,10.2,3.5,-2.5,,"https://www.google.com/maps?q=42.7444129,141.408672"
神楽岡公園少年キャンプ村,北海道,,,7.2,-7.0,-6.0,-1.4,5.6,12.3,17.0,20.7,21.2,16.4,9.4,2.3,-4.2,,"https://www.google.com/maps?q=43.7492405,142.3686626"
Kamitoku Campground,北海道,,,5.3,-8.2,-8.2,-2.9,3.6,9.5,13.4,17.4,18.9,15.1,8.5,1.7,-5.0,,"https://www.google.com/maps?q=44.7085574,142.596848"
川下海浜公園キャンプ場,北海道,,,8.5,-3.3,-3.1,0.3,5.9,11.6,16.1,20.0,21.2,17.5,11.5,5.0,-0.8,,"https://www.google.com/maps?q=43.5834438,141.3862715"
ふれあいの森キャンプ場,北海道,,,5.3,-8.2,-8.2,-2.9,3.6,9.5,13.4,17.4,18.9,15.1,8.5,1.7,-5.0,https://www.esashi.jp/tourism/page.html?id=83,"https://www.google.com/maps?q=44.7802343,142.507052"
鏡沼海浜公園キャンプ場,北海道,,,6.8,-5.4,-5.3,-1.4,4.3,9.6,13.8,18.1,19.5,16.2,10.4,3.5,-2.5,,"https://www.google.com/maps?q=44.8759221,141.7415935"
ミトレアキャンプ場,,,,23.9,18.5,19.0,20.2,22.8,25.5,27.8,28.9,28.5,27.6,25.4,23.1,20.0,,"https://www.google.com/maps?q=24.4050201,123.8073834"
sotosotodays CAMPGROUNDS 山中湖みさき,山梨県,,オート/フリー併設,9.4,-2.4,-1.2,2.5,7.9,12.8,16.5,20.6,21.2,17.4,11.6,5.9,0.5,https://camp.sotosotodays.com/yamanakako-misaki/,"https://www.google.com/maps?q=35.4236184,138.895116"
みどり工房しゃり　そよかぜキャンプ場,北海道,,,6.2,-6.5,-7.0,-2.3,4.1,9.8,13.8,17.7,19.3,16.0,9.9,3.2,-3.5,,"https://www.google.com/maps?q=43.8939043,144.6909328"
ファガスの森　キャンプ場,徳島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.9048921,134.234578"
山中湖村営キャンプ場,山梨県,,,9.4,-2.4,-1.2,2.5,7.9,12.8,16.5,20.6,21.2,17.4,11.6,5.9,0.5,,"https://www.google.com/maps?q=35.4043278,138.8690145"
岩尾内湖 白樺キャンプ場,北海道,,,6.0,-8.0,-7.4,-2.9,3.9,10.9,15.8,19.7,20.0,15.2,8.3,1.5,-5.0,,"https://www.google.com/maps?q=44.0963342,142.7267535"
御座松キャンプ場,山梨県,,,11.2,-0.7,0.2,4.1,9.8,14.9,18.6,22.3,23.3,19.4,13.3,7.0,1.8,,"https://www.google.com/maps?q=35.6741074,137.8920626"
キャンプファーム いなかの風,山梨県,,,11.2,-0.7,0.2,4.1,9.8,14.9,18.6,22.3,23.3,19.4,13.3,7.0,1.8,,"https://www.google.com/maps?q=35.6805678,137.951336"
えびの高原キャンプ村,鹿児島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://ebino-village.com/,"https://www.google.com/maps?q=31.9438075,130.8390427"
長瀞オートキャンプ場,群馬県,,,14.3,3.1,4.0,7.4,12.8,17.7,21.2,25.0,26.0,22.1,16.3,10.4,5.3,,"https://www.google.com/maps?q=36.1048648,139.1139403"
大池キャンプ場,長野県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.4852845,138.0878497"
松原キャンプ場,福島県,,,7.8,-4.2,-4.0,-0.7,5.0,11.5,15.7,19.7,20.6,16.4,10.1,4.2,-1.2,,"https://www.google.com/maps?q=37.6587283,140.0643853"
曽原湖キャンプ場,福島県,,,7.8,-4.2,-4.0,-0.7,5.0,11.5,15.7,19.7,20.6,16.4,10.1,4.2,-1.2,,"https://www.google.com/maps?q=37.6811411,140.0719221"
西興部森林公園キャンプ場,北海道,,,5.7,-7.8,-7.3,-2.6,4.0,10.1,14.0,18.0,19.0,14.8,8.3,1.9,-4.6,,"https://www.google.com/maps?q=44.3281454,142.9466547"
豊浦海浜公園,北海道,,,7.7,-4.0,-3.6,0.0,5.2,10.4,14.8,19.1,20.7,17.2,10.6,4.1,-1.8,,"https://www.google.com/maps?q=42.5851847,140.7028511"
Takaoka Auto Camp Site,北海道,,,7.7,-4.0,-3.6,0.0,5.2,10.4,14.8,19.1,20.7,17.2,10.6,4.1,-1.8,,"https://www.google.com/maps?q=42.5870241,140.6954513"
鹿川キャンプ場,大分県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=32.7059507,131.5014232"
中標津町緑ヶ丘森林公園 林間キャンプ場,北海道,,,5.6,-7.3,-6.9,-2.1,3.3,8.9,12.8,16.4,18.5,15.7,9.4,2.7,-3.9,,"https://www.google.com/maps?q=43.5636494,144.9563621"
白州観光キャンプ場尾白,山梨県,,,11.3,-0.2,0.6,4.3,9.8,14.8,18.4,22.2,23.1,19.1,13.3,7.7,2.5,,"https://www.google.com/maps?q=35.7946758,138.2962451"
アルトリ岬キャンプ場,北海道,,,8.9,-2.9,-2.6,1.4,6.2,11.6,15.9,20.3,21.7,18.5,11.9,5.4,-0.3,,"https://www.google.com/maps?q=42.5002126,140.7809635"
かなやま湖キャンプ場,北海道,,フリー,5.6,-8.4,-7.6,-2.8,3.8,10.4,14.9,18.8,19.2,14.8,8.0,1.5,-5.2,,"https://www.google.com/maps?q=43.159501,142.49126"
キャンプ場,北海道,,,7.8,-4.2,-3.7,-0.2,5.4,11.4,15.9,19.9,20.9,16.8,10.1,3.6,-2.1,,"https://www.google.com/maps?q=42.762907,140.4771"
生出キャンプ場,青森県,,,8.0,-3.7,-3.3,-0.3,5.2,11.2,15.5,19.7,20.9,17.0,10.7,4.5,-1.2,,"https://www.google.com/maps?q=40.412575,140.86687"
玉川キャンプセンター,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.1631943,138.3268568"
青少年旅行,鹿児島県,,,20.4,12.7,13.3,15.4,18.5,21.6,24.2,27.5,27.9,26.3,23.0,19.1,14.8,,"https://www.google.com/maps?q=30.2717479,130.4160711"
せせらぎパーク鹿野オート,山口県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.2395004,131.8188567"
井戸江峡キャンプ場,熊本県,,,16.3,5.4,6.7,10.1,15.0,19.5,23.0,26.5,27.1,23.8,18.5,12.8,7.4,,"https://www.google.com/maps?q=32.6504262,130.8426859"
大津市立葛川森林キャンプ村,滋賀県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2500882,135.8672876"
しらかば公園キャンプ場,栃木県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=37.0539601,139.523776"
小滝沢キャンプ場,茨城県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.7348455,140.6156517"
城里町総合野外活動センターふれあいの里管理事務所,茨城県,,,13.8,2.4,3.3,6.9,12.1,17.0,20.5,24.4,25.6,22.0,16.2,10.1,4.7,,"https://www.google.com/maps?q=36.4389186,140.3553313"
太田山野営場,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.83165,137.630104"
円山公園,鹿児島県,,,17.5,7.6,8.8,11.8,16.2,20.1,23.0,26.9,27.2,24.5,19.7,14.5,9.4,,"https://www.google.com/maps?q=31.3622718,131.0126415"
さたでいランド,鹿児島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=31.1125668,130.7222199"
さたでいランド,鹿児島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=31.0982045,130.6981248"
神川キャンプ場,鹿児島県,鹿児島県肝属郡錦江町,,16.4,6.6,7.8,10.7,14.9,18.8,22.2,25.8,26.1,23.5,18.6,13.3,8.3,http://www.town.kinko.lg.jp/kinko03/kinko04.asp,"https://www.google.com/maps?q=31.272469,130.7921693"
賽の河原公園キャンプ場,北海道,,,10.3,-0.4,-0.2,3.0,7.4,11.7,16.0,20.1,22.5,20.0,14.2,7.6,1.7,,"https://www.google.com/maps?q=42.2502386,139.5584198"
いこいの森,宮城県,,,11.5,0.0,0.6,3.8,9.4,15.1,19.0,22.5,23.7,20.0,13.9,7.6,2.4,,"https://www.google.com/maps?q=38.6477777,140.839366"
摂津峡青少年キャンプ場,大阪府,高槻市,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.city.takatsuki.osaka.jp/soshiki/60/4910.html,"https://www.google.com/maps?q=34.8766514,135.584265"
うさぎの森オートキャンプ場,栃木県,,,9.6,-2.4,-2.0,1.3,7.6,13.6,17.7,21.5,22.3,18.1,11.7,5.4,0.2,,"https://www.google.com/maps?q=37.1478083,139.717674"
一の瀬キャンプ場 (ichinose camp area),富山県,,,8.5,-3.5,-2.9,1.0,7.0,12.5,16.3,20.1,20.7,16.5,10.2,4.6,-0.6,,"https://www.google.com/maps?q=36.1035481,137.616807"
阿寺渓谷キャンプ場,愛知県,,,11.5,-0.6,0.4,4.6,10.2,15.2,19.0,22.6,23.5,19.8,13.7,7.5,1.9,,"https://www.google.com/maps?q=35.6653431,137.6291683"
こだまの森,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9686363,137.7457886"
キャンピングフィールド木曽古道,山梨県,,,10.8,-1.4,-0.5,3.5,9.4,14.7,18.6,22.3,23.2,19.3,12.9,6.6,1.3,,"https://www.google.com/maps?q=35.8362881,137.742323"
ふるさとの森 森林公園 キャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=45.0214273,141.8456545"
秋山浜キャンプ場,福島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=37.4197254,140.0789914"
丸火自然公園東 西グリーンキャンプ場,静岡県,,,16.2,5.8,6.8,9.9,14.5,18.8,22.0,25.5,27.0,24.0,18.7,13.3,8.2,,"https://www.google.com/maps?q=35.2337708,138.7251809"
美笛キャンプ場,北海道,,,6.8,-5.0,-4.6,-1.0,4.4,10.0,14.1,18.0,19.5,16.1,9.6,3.2,-2.7,https://www.shikotuko.jp/,"https://www.google.com/maps?q=42.7315098,141.2639554"
境渓谷キャンプ場,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,https://sakaikeikoku-c.jimdo.com/,"https://www.google.com/maps?q=35.8003505,139.0814456"
西蔵王公園キャンプ場,山形県,,,12.1,-0.1,0.4,4.0,10.2,16.2,20.3,23.9,25.0,20.6,14.1,7.7,2.4,,"https://www.google.com/maps?q=38.2017945,140.3494463"
古竜湖キャンプ場,山形県,,,12.1,-0.1,0.4,4.0,10.2,16.2,20.3,23.9,25.0,20.6,14.1,7.7,2.4,,"https://www.google.com/maps?q=38.1866497,140.3464446"
豊岡市大師山自然公園キャンプ場,鳥取県,,,14.6,3.3,3.7,7.2,12.7,17.8,21.8,26.0,27.1,22.6,16.6,11.1,5.9,,"https://www.google.com/maps?q=35.4930306,134.8240625"
神鍋高原キャンプ場,鳥取県,,,11.9,0.7,1.3,4.4,9.9,15.5,18.9,22.9,23.9,19.5,14.1,8.8,3.3,,"https://www.google.com/maps?q=35.4989335,134.6786311"
久保井野キャンプ場,岡山県,,,12.4,1.1,1.7,5.2,10.9,15.9,19.7,23.7,24.5,20.2,14.1,8.3,3.2,,"https://www.google.com/maps?q=34.9448169,133.4729599"
庄原市ほたる見公園キャンプ場,島根県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9192597,132.8788816"
イオックスアローザ オートキャンプ場,石川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.5164334,136.8034807"
瀬波川キャンプ場,石川県,白山市,,13.0,1.5,1.8,5.1,11.3,16.6,20.2,24.1,25.2,21.1,15.3,9.7,4.3,,"https://www.google.com/maps?q=36.309548,136.676576"
新平ヶ原,山口県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.1897104,131.7710778"
デイキャンプコーナー,東京都,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.6056578,139.643104"
川井キャンプ場,埼玉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.okutamas.co.jp/kawai/,"https://www.google.com/maps?q=35.8115683,139.1649173"
水根沢キャンプ場,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,,"https://www.google.com/maps?q=35.796109,139.0427575"
清東園キャンプ場,埼玉県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,,"https://www.google.com/maps?q=35.8436285,139.1537614"
鳩ノ巣バンガロー,埼玉県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,http://www.hatonosu.com/,"https://www.google.com/maps?q=35.8147579,139.1300498"
黒部市宇奈月明日キャンプ場,富山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.8720666,137.5657857"
笠戸島家族旅行村,山口県,,,15.6,4.9,5.5,8.7,13.7,18.3,21.8,25.8,27.0,23.5,18.0,12.4,7.1,,"https://www.google.com/maps?q=33.9693505,131.8533476"
白浜,山口県,,,15.6,4.9,5.5,8.7,13.7,18.3,21.8,25.8,27.0,23.5,18.0,12.4,7.1,,"https://www.google.com/maps?q=33.9528296,131.856399"
ほろかない湖公園キャンプ場,北海道,,,5.8,-8.4,-7.7,-3.0,3.2,10.5,15.7,19.7,20.0,15.3,8.4,1.5,-5.2,,"https://www.google.com/maps?q=44.0105035,142.1918679"
鶉ダムオートキャンプ場・ハチャムの森,青森県,厚沢部町,,8.2,-3.7,-3.0,0.5,6.0,11.4,15.8,19.8,21.2,17.1,10.5,4.5,-1.3,,"https://www.google.com/maps?q=41.9488185,140.3871154"
青年小屋テントサイト,山梨県,,,11.3,-0.2,0.6,4.3,9.8,14.8,18.4,22.2,23.1,19.1,13.3,7.7,2.5,,"https://www.google.com/maps?q=35.9449866,138.3485475"
レイクサイドパーク・のとろ キャンプ場,北海道,,フリー,6.9,-5.1,-5.4,-1.3,4.5,9.8,13.5,17.6,19.6,16.8,10.9,4.0,-2.4,https://www.city.abashiri.hokkaido.jp/040shisetsu/050sports/410lakesidepark_notoro/040camp.html,"https://www.google.com/maps?q=44.0450088,144.186753"
浜小清水前浜キャンプ場,北海道,,,6.4,-6.7,-6.8,-2.0,4.4,10.1,14.3,18.1,19.6,16.2,9.9,3.1,-3.9,,"https://www.google.com/maps?q=43.934887,144.4509674"
日の出岬キャンプ場,北海道,,,5.8,-6.6,-6.7,-2.0,4.1,9.1,12.6,16.8,18.8,15.6,9.3,2.6,-3.8,,"https://www.google.com/maps?q=44.5287988,143.0607451"
小平町望洋台キャンプ場,北海道,,,8.0,-4.1,-3.7,0.0,5.5,11.1,15.4,19.6,20.9,17.2,11.1,4.4,-1.5,,"https://www.google.com/maps?q=44.0322567,141.666466"
知内町ファミリースポーツ広場キャンプ場,青森県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=41.5987742,140.4136998"
日進湖畔キャンプ場,北海道,,,6.1,-8.5,-7.7,-2.8,4.2,11.2,15.8,19.7,20.1,15.5,8.8,1.7,-5.2,,"https://www.google.com/maps?q=44.2442908,142.5036687"
十勝ダムキャンプ場,北海道,,,6.6,-6.7,-6.2,-1.6,5.0,11.0,14.8,18.5,19.6,15.9,9.5,2.8,-3.9,,"https://www.google.com/maps?q=43.2382862,142.9390051"
２１世紀の森　ふれあい広場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.7174691,142.6685254"
２１世紀の森　ファミリーゾーン,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.7159165,142.6792958"
ほたるの里オートキャンプ場,北海道,,,6.5,-7.4,-6.7,-2.3,4.1,11.2,16.0,19.9,20.5,15.9,9.1,2.0,-4.5,,"https://www.google.com/maps?q=43.8859234,141.9254549"
丸瀬布いこいの森オートキャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.9318566,143.3373544"
菖蒲ヶ浜キャンプ場,栃木県,,,7.2,-3.9,-3.5,-0.3,5.1,10.3,14.0,18.2,18.8,15.2,9.6,4.4,-1.0,,"https://www.google.com/maps?q=36.7515948,139.4509786"
小島公園キャンプ場,熊本県,,,16.8,6.5,7.4,10.6,15.1,19.3,22.7,26.6,27.5,24.4,19.3,13.7,8.6,,"https://www.google.com/maps?q=32.439605,130.4174189"
紫尾 神の湯キャンプ場,鹿児島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=31.9756803,130.4308201"
山のふるさと村,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,,"https://www.google.com/maps?q=35.7677639,139.0225429"
賀老高原キャンプ場,北海道,,,8.1,-3.6,-3.0,0.3,5.7,11.1,15.4,19.5,21.1,17.1,10.6,4.3,-1.4,,"https://www.google.com/maps?q=42.6060289,139.9998063"
Sameura Campsite,高知県,,,14.2,3.3,4.2,7.7,12.7,17.3,21.0,24.8,25.2,21.9,16.2,10.5,5.3,,"https://www.google.com/maps?q=33.749205,133.5436521"
Camping area,高知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.606692,133.1684476"
コムケ国際キャンプ場,北海道,,,6.1,-6.6,-6.8,-2.2,4.3,9.7,13.4,17.5,19.3,16.1,9.8,2.9,-3.8,,"https://www.google.com/maps?q=44.2555513,143.5201814"
DASH島船屋,愛媛県,,,16.7,6.7,7.4,10.0,14.3,18.6,21.9,26.0,27.5,24.7,19.8,14.4,9.1,,"https://www.google.com/maps?q=33.8526053,132.5216064"
水晶浜,福井県,,,15.6,4.7,5.1,8.3,13.4,18.2,22.1,26.3,27.7,23.7,18.1,12.7,7.4,,"https://www.google.com/maps?q=35.6861792,135.9775697"
つつじ公園キャンプ場,北海道,,,5.1,-9.2,-8.7,-3.6,3.7,10.3,14.5,18.3,18.9,14.6,7.9,0.8,-6.5,,"https://www.google.com/maps?q=43.7608067,143.5202984"
Shobudani Camping Ground,福岡県,,,16.6,6.2,6.9,10.0,14.7,19.3,22.7,26.8,27.8,24.0,18.8,13.3,8.3,,"https://www.google.com/maps?q=33.9079049,130.7808218"
秋吉台オートキャンプ場,山口県,,,13.9,3.0,4.0,7.4,12.5,16.9,20.4,24.2,25.2,21.3,15.8,10.3,5.2,,"https://www.google.com/maps?q=34.2889329,131.325936"
湖畔キャンプ場,北海道,,,4.7,-8.9,-8.8,-3.5,2.8,8.7,13.0,16.8,18.2,14.6,8.2,1.4,-6.0,,"https://www.google.com/maps?q=43.5770437,144.3068099"
見近島キャンプ場,愛媛県,,,15.4,5.5,5.6,8.4,13.1,17.6,21.3,25.3,26.8,23.4,18.0,12.5,7.7,,"https://www.google.com/maps?q=34.1958295,133.0748433"
一の宮,香川県,,,16.4,5.9,6.2,9.3,14.4,19.3,22.7,26.9,27.9,24.1,18.6,13.2,8.3,,"https://www.google.com/maps?q=34.0855228,133.638669"
日向サンパーク オートキャンプ場,宮崎県,,,16.9,6.8,7.9,11.1,15.6,19.6,22.5,26.3,27.0,24.2,19.2,13.9,8.7,,"https://www.google.com/maps?q=32.3475831,131.6251936"
石並川キャンプ場,宮崎県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=32.3299355,131.5908499"
ニセコ野営場,北海道,,,7.2,-5.4,-4.9,-1.0,4.9,11.2,15.6,19.7,20.6,16.4,9.7,2.9,-3.1,,"https://www.google.com/maps?q=42.8731433,140.6393543"
湯本温泉野営場,北海道,,,7.8,-4.2,-3.7,-0.2,5.4,11.4,15.9,19.9,20.9,16.8,10.1,3.6,-2.1,,"https://www.google.com/maps?q=42.8688336,140.6008024"
小平のキャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.4644637,139.3093089"
安平町ときわキャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=42.7621705,141.8296976"
キムアネップ岬キャンプ場,北海道,,フリー,6.3,-6.5,-6.9,-2.2,4.3,9.9,13.6,17.7,19.6,16.3,10.1,3.3,-3.4,https://www.town.saroma.hokkaido.jp/kakuka/keizaika/kimuaneppu.html,"https://www.google.com/maps?q=44.1073775,143.9068871"
雷鳥沢キャンプ場,富山県,,,11.8,0.3,0.4,3.6,9.9,15.4,19.2,23.2,24.3,20.1,14.2,8.5,3.1,,"https://www.google.com/maps?q=36.5871118,137.6011915"
健康村,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.4064476,132.0314696"
寂地峡,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.4294697,132.0550814"
日高沙流川オートキャンプ場,北海道,,,6.3,-7.6,-6.8,-2.1,4.3,11.0,15.6,19.5,20.2,15.6,8.6,1.9,-4.8,,"https://www.google.com/maps?q=42.8698672,142.4414012"
鶴沼公園キャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.4478206,141.8367914"
Kannogawa camping ground,神奈川県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5289024,139.1081383"
耳浦キャンプ場,島根県,,,14.9,5.3,5.2,7.8,12.5,17.1,20.7,24.8,26.3,22.3,17.1,12.3,7.8,,"https://www.google.com/maps?q=36.1272505,133.045358"
大沼野営場,北海道,,,7.1,-6.0,-5.3,-0.4,5.1,10.5,14.6,18.7,20.3,16.9,10.3,3.8,-3.0,,"https://www.google.com/maps?q=42.6377497,141.8970481"
虹ヶ浜キャンプ場,山口県,,,15.6,4.9,5.5,8.7,13.7,18.3,21.8,25.8,27.0,23.5,18.0,12.4,7.1,,"https://www.google.com/maps?q=33.9709456,131.9161626"
Daiwanachi field,石川県,,,15.0,4.0,4.2,7.3,12.6,17.7,21.6,25.8,27.3,23.2,17.6,11.9,6.8,,"https://www.google.com/maps?q=36.5700081,136.6386634"
yoshikawa campsite,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.8920418,137.9781689"
camping ground,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9608209,137.9000933"
名草キャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.4305712,139.4518029"
無人島キャンプ場 ありが島,愛媛県,,,16.0,6.0,6.3,9.3,13.8,18.1,21.4,25.4,26.8,23.9,19.0,13.5,8.3,,"https://www.google.com/maps?q=33.9177029,132.464842"
北金井キャンプ場,群馬県,,,14.6,3.4,4.3,7.8,13.2,18.1,21.5,25.2,26.2,22.5,16.7,10.8,5.7,,"https://www.google.com/maps?q=36.3531941,139.3510314"
梅ヶ島キャンプ場,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2578665,138.3248702"
茅ヶ崎市柳島 キャンプ場,神奈川県,,,16.2,6.0,6.8,9.8,14.4,18.6,21.6,25.1,26.9,23.9,18.7,13.4,8.5,,"https://www.google.com/maps?q=35.3161626,139.3776869"
石城山キャンプ場,山口県,,,15.8,5.0,5.7,9.0,13.8,18.3,21.8,25.8,27.2,24.0,18.5,12.7,7.3,,"https://www.google.com/maps?q=33.9878585,132.0390204"
室積キャンプ場,山口県,,,15.6,4.9,5.5,8.7,13.7,18.3,21.8,25.8,27.0,23.5,18.0,12.4,7.1,,"https://www.google.com/maps?q=33.942928,131.9648383"
第2キャンプ場,神奈川県,,,16.2,6.4,7.0,10.1,14.5,18.5,21.5,25.2,26.7,23.7,18.6,13.7,8.9,,"https://www.google.com/maps?q=35.0374375,139.8131081"
奥多摩福音の家,埼玉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www1.odn.ne.jp/ofi/,"https://www.google.com/maps?q=35.814437,139.1469545"
胎内平キャンプ場,新潟県,,,12.4,1.0,1.1,4.0,9.8,15.7,20.0,23.8,25.1,21.1,14.8,8.6,3.5,,"https://www.google.com/maps?q=38.0200124,139.5027199"
八島キャンプ場,愛媛県,,,16.0,6.0,6.3,9.3,13.8,18.1,21.4,25.4,26.8,23.9,19.0,13.5,8.3,,"https://www.google.com/maps?q=33.7524567,132.145001"
新生キャンプ場,滋賀県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.173906,136.06279"
関沢,新潟県,,,13.9,2.4,2.6,5.8,11.4,17.0,21.0,24.9,26.5,22.4,16.4,10.4,5.2,,"https://www.google.com/maps?q=38.0294419,139.4129442"
キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2387311,138.9904309"
