name,prefecture,area,type,avg_temp,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,website,map
いこいの里 久多キャンプ場,京都府,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.2713264,135.8536852"
高谷山キャンプ場,広島県,,,13.5,1.9,2.8,6.3,11.9,17.1,21.2,25.1,25.9,21.6,15.1,9.0,3.9,,"https://www.google.com/maps?q=34.7965126,132.8233357"
島尾キャンプ場,富山県,,,13.4,2.4,2.6,5.8,10.8,16.0,20.2,24.5,25.8,21.8,16.0,10.2,5.0,,"https://www.google.com/maps?q=36.8334655,137.0096256"
松田江キャンプ場,富山県,,,13.4,2.4,2.6,5.8,10.8,16.0,20.2,24.5,25.8,21.8,16.0,10.2,5.0,,"https://www.google.com/maps?q=36.8400994,137.0020723"
えひめ森林公園キャンプ場,愛媛県,,,16.7,6.7,7.4,10.0,14.3,18.6,21.9,26.0,27.5,24.7,19.8,14.4,9.1,,"https://www.google.com/maps?q=33.7474239,132.7398278"
ふるさとふれあい村,山形県,,,12.9,2.5,2.5,5.1,10.0,15.2,19.2,23.3,24.9,21.1,15.5,10.1,5.2,,"https://www.google.com/maps?q=38.5668598,139.6367217"
猿倉山森林公園キャンプ場,富山県,,,13.6,2.0,2.3,5.8,11.7,17.1,20.9,24.8,26.0,21.8,15.9,10.2,4.8,,"https://www.google.com/maps?q=36.5578368,137.2233916"
三田市野外活動センター,兵庫県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.sanda-outdoor.jp/,"https://www.google.com/maps?q=34.9970724,135.261131"
白川ダム公園キャンプ場,山形県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=37.9320091,139.9040697"
島根鼻公園オートキャンプ場,島根県,西ノ島町,,14.9,5.3,5.2,7.8,12.5,17.1,20.7,24.8,26.3,22.3,17.1,12.3,7.8,,"https://www.google.com/maps?q=36.0845591,132.9919952"
秋吉台家族旅行村,山口県,,,13.9,3.0,4.0,7.4,12.5,16.9,20.4,24.2,25.2,21.3,15.8,10.3,5.2,,"https://www.google.com/maps?q=34.2302441,131.2982396"
墓ノ木自然公園キャンプ場,富山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.8719976,137.5400792"
雲見夕陽 と潮騒の 岬オート キャンプ場,静岡県,,,16.4,7.0,7.5,10.3,14.5,18.4,21.7,25.4,26.5,23.5,18.7,13.9,9.3,,"https://www.google.com/maps?q=34.7142729,138.7435822"
匹見峡レストパーク,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.5498028,132.0340945"
義経海浜公園キャンプ場,青森県,,,10.0,-0.8,-0.4,2.5,7.7,12.4,16.0,20.3,22.1,18.9,13.0,7.0,1.4,,"https://www.google.com/maps?q=41.2022137,140.4300844"
川棚教育キャンプ場,長崎県,,,17.2,7.0,7.8,11.0,15.3,19.7,23.0,26.8,28.0,24.8,20.0,14.4,9.2,,"https://www.google.com/maps?q=33.0537755,129.821471"
こころのもりキャンプ場,栃木県,,,10.0,-1.7,-1.0,2.6,8.4,13.6,17.3,21.1,21.9,17.9,12.0,6.2,1.1,http://kokoronomori.blog61.fc2.com,"https://www.google.com/maps?q=37.0580779,139.7506821"
陸奥野営場,愛媛県,周防大島町,,16.0,6.0,6.3,9.3,13.8,18.1,21.4,25.4,26.8,23.9,19.0,13.5,8.3,,"https://www.google.com/maps?q=33.9500797,132.437994"
三峯グリーンランド,富山県,,,14.4,3.4,3.6,6.8,11.9,17.1,20.9,25.1,26.6,22.7,17.2,11.5,6.2,,"https://www.google.com/maps?q=36.9367749,137.5871427"
三国公園鳥羽キャンプ場,兵庫県,,,13.4,1.9,2.5,6.0,11.6,16.8,20.7,24.7,25.7,21.4,15.4,9.6,4.4,,"https://www.google.com/maps?q=35.1902585,134.9302621"
中の俣 北ノ俣 分岐,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3750022,137.4754546"
北ノ俣発電所,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3803738,137.4726776"
中の俣発電所,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3722597,137.47918"
池の尾発電所,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3643364,137.4581991"
ヘリポート 池の尾 上流,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3646442,137.4610319"
金木戸発電所,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3638154,137.4577333"
双六発電所,富山県,,,9.7,-2.3,-1.9,1.8,8.0,13.6,17.5,21.1,22.2,18.0,11.8,5.8,0.4,,"https://www.google.com/maps?q=36.3523417,137.4905265"
ヘリポート 金木戸 双六ダム 下,富山県,,,11.4,-0.8,-0.4,3.3,9.6,15.3,19.4,23.1,24.2,19.9,13.5,7.4,2.0,,"https://www.google.com/maps?q=36.3203295,137.4183992"
いわき市遠野オートキャンプ場,福島県,,,10.9,-0.5,0.1,4.0,8.8,14.8,17.9,22.0,23.1,18.9,13.0,7.0,1.7,,"https://www.google.com/maps?q=37.054106,140.6910074"
昼ごはん,富山県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.1998091,137.0416525"
桐花園キャンプ場,東京都,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.6432765,139.1396841"
安城市作手高原野外センター,愛知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9317132,137.4209521"
くらがりキャンプセンター,愛知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.9394772,137.399242"
穂別キャンプ場,北海道,,,6.5,-8.1,-7.1,-1.6,5.1,11.3,15.6,19.5,20.4,16.2,9.1,2.4,-4.7,,"https://www.google.com/maps?q=42.8722191,142.1306137"
Free camping,北海道,,,6.3,-8.9,-7.3,-1.1,5.4,11.2,15.2,18.9,20.0,16.2,9.4,2.4,-5.5,,"https://www.google.com/maps?q=43.1301527,143.6273424"
長崎鼻リゾートキャンプ場,大分県,,,16.2,6.1,6.6,9.4,14.1,18.6,22.2,26.3,27.3,23.8,18.7,13.5,8.4,,"https://www.google.com/maps?q=33.6832748,131.5226874"
せたな青少年旅行村,北海道,,,9.1,-1.9,-1.4,1.7,6.5,11.1,15.3,19.5,21.4,18.2,12.4,6.1,0.3,http://town.setana.lg.jp,"https://www.google.com/maps?q=42.4572006,139.8543493"
オートキャンプ森のかわなべ,鹿児島県,,,18.3,8.6,9.6,12.5,16.5,20.4,23.6,27.6,28.2,25.5,20.8,15.5,10.5,,"https://www.google.com/maps?q=31.4293051,130.4673665"
根の上高原保古の湖キャンプ場,愛知県,,,13.5,1.1,2.3,6.5,11.7,17.5,21.0,25.0,26.1,22.1,16.1,9.4,3.6,,"https://www.google.com/maps?q=35.4403922,137.4939129"
新戸キャンプ場,神奈川県,相模原市,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://shindocamp.com,"https://www.google.com/maps?q=35.5671609,139.2025004"
四尾連湖 龍雲荘,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.5299736,138.5192353"
四尾連湖 水明荘 キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www17.plala.or.jp/suimeisoushibire/camp.html,"https://www.google.com/maps?q=35.5291856,138.5151556"
プレイパーク蛇喰,広島県,,,12.9,1.5,2.4,5.9,11.4,16.5,20.3,24.2,25.0,21.0,14.8,8.8,3.5,http://fuji-kosan.co.jp,"https://www.google.com/maps?q=34.2845852,132.1411242"
甲武キャンプ村,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,https://tabayama-kobu.com/,"https://www.google.com/maps?q=35.7875581,138.931759"
一の瀬高原キャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.cosmo.ne.jp/~camp/,"https://www.google.com/maps?q=35.8358719,138.8381714"
玉川キャンプ村,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,http://www8.plala.or.jp/tamacamp/,"https://www.google.com/maps?q=35.7581709,138.9805323"
ほうれんぼうの森キャンプ場,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,https://www.horenbo.com/,"https://www.google.com/maps?q=35.7595969,138.9736291"
平山キャンプ場,山梨県,,,12.3,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,http://www.hirayamacamp.com/,"https://www.google.com/maps?q=35.7566212,138.9536297"
はれキャン,福島県,北塩原村,,7.8,-4.2,-4.0,-0.7,5.0,11.5,15.7,19.7,20.6,16.4,10.1,4.2,-1.2,,"https://www.google.com/maps?q=37.687957,140.0708191"
ロハスガルテンキャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.2060014,139.0769616"
観音山キャンプパーク・ジョイナス,群馬県,,,14.0,2.6,3.5,7.0,12.6,17.6,21.2,24.9,25.8,21.8,16.0,10.0,4.9,,"https://www.google.com/maps?q=36.3128037,138.9566283"
Yuki no onsen,広島県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.4734748,132.2402015"
野口オートキャンプ場,和歌山県,,,16.1,6.0,6.6,9.5,14.3,18.7,22.0,25.7,26.8,23.7,18.6,13.3,8.2,https://www.city.gobo.wakayama.jp/sisetu/sisetu/1383725123644.html,"https://www.google.com/maps?q=33.8983629,135.193028"
古法華キャンプ場,兵庫県,,,15.1,3.6,4.4,7.8,13.3,18.4,22.4,26.3,27.4,23.5,17.5,11.3,5.8,,"https://www.google.com/maps?q=34.8811343,134.8028261"
鴨池公園キャンプ場,兵庫県,,,15.1,3.8,4.4,7.8,13.2,18.2,21.9,25.8,27.1,23.2,17.4,11.5,6.2,,"https://www.google.com/maps?q=34.8407335,134.8992879"
ロマンの森共和国オートキャンプ場,神奈川県,,,14.2,3.5,4.4,7.8,12.6,17.0,20.2,24.2,25.3,21.9,16.3,11.0,6.0,,"https://www.google.com/maps?q=35.1841585,140.009911"
フォンテーヌの森,茨城県,,,14.3,3.1,4.2,7.7,12.8,17.4,20.8,24.6,25.9,22.3,16.6,10.5,5.3,,"https://www.google.com/maps?q=36.0808793,140.1475949"
赤城バイブルキャンプ,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.5457787,139.1866223"
赤城バンガロー村 柴田テント,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.5470903,139.185944"
唐沢キャンプ場,神奈川県,清川村,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://karasawa-camp.sakura.ne.jp/,"https://www.google.com/maps?q=35.4880226,139.2221334"
国際一ノ瀬キャンプ場,神奈川県,清川村,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.town.kiyokawa.kanagawa.jp/Sightseeing/kankojouho/outdoor/712.html,"https://www.google.com/maps?q=35.4923741,139.2201388"
長者屋敷キャンプ場,神奈川県,清川村,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.town.kiyokawa.kanagawa.jp/Sightseeing/kankojouho/outdoor/712.html,"https://www.google.com/maps?q=35.4977645,139.2258682"
明地原公園キャンプ場,沖縄県,,,22.7,16.6,16.7,18.3,20.7,23.4,26.4,28.6,28.6,27.5,25.1,22.0,18.5,,"https://www.google.com/maps?q=26.9319026,127.9219515"
クマヤキャンプ場,沖縄県,,,22.7,16.6,16.7,18.3,20.7,23.4,26.4,28.6,28.6,27.5,25.1,22.0,18.5,,"https://www.google.com/maps?q=27.0898417,128.0162992"
トムラウシ自然休養林野営場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.4621991,142.8633705"
丸木浜キャンプ場,鹿児島県,,,18.3,8.9,9.9,12.6,16.5,20.1,23.2,27.0,27.8,25.3,20.8,15.8,10.9,,"https://www.google.com/maps?q=31.2907686,130.2141705"
かわな野外活動センター,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://park20.wakwak.com/~hamataikyou/kawana/,"https://www.google.com/maps?q=34.8793873,137.6985021"
烏川オートキャンプ場,群馬県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=36.2866845,139.0905502"
Nikko Daiyagawa Park Auto Camping Ground,栃木県,,,11.8,0.6,1.3,4.7,10.2,15.3,18.8,22.4,23.4,19.8,14.1,8.2,3.0,https://www.park-tochigi.com,"https://www.google.com/maps?q=36.733635,139.6685162"
宇樽部キャンプ場,青森県,,,8.0,-3.7,-3.3,-0.3,5.2,11.2,15.5,19.7,20.9,17.0,10.7,4.5,-1.2,https://www.en-aomori.com/activities-061.html,"https://www.google.com/maps?q=40.4475157,140.9270233"
ぽんぽこの森Family Camp場,栃木県,,,9.5,-1.7,-1.3,2.0,7.8,13.0,16.4,20.2,21.0,17.3,11.8,6.4,1.1,,"https://www.google.com/maps?q=37.083606,140.0064452"
釧路市山花公園オートキャンプ場,北海道,,,6.4,-5.5,-5.0,-0.8,3.8,8.9,12.6,16.3,18.5,16.0,10.3,4.0,-2.5,,"https://www.google.com/maps?q=43.0883551,144.2322832"
鴨池公園キャンプ場,兵庫県,,,15.1,3.8,4.4,7.8,13.2,18.2,21.9,25.8,27.1,23.2,17.4,11.5,6.2,,"https://www.google.com/maps?q=34.8406475,134.8987985"
Campground,鳥取県,,,14.6,3.3,3.7,7.2,12.7,17.8,21.8,26.0,27.1,22.6,16.6,11.1,5.9,,"https://www.google.com/maps?q=35.6444846,134.8361079"
PICA富士吉田,山梨県,,,11.0,-0.4,0.6,4.2,9.5,14.3,17.8,21.9,22.5,18.7,13.0,7.5,2.3,,"https://www.google.com/maps?q=35.4590117,138.7699771"
然別峡野営場,北海道,,,4.0,-10.5,-9.4,-4.3,2.4,8.9,13.3,17.1,17.5,13.1,6.6,0.0,-7.1,,"https://www.google.com/maps?q=43.3277801,143.0444471"
宝慶寺いこいの森キャンプ場,福井県,,,13.4,1.1,1.5,5.5,11.8,17.4,21.3,25.1,26.2,22.1,15.9,9.7,3.9,,"https://www.google.com/maps?q=35.9129542,136.4665319"
丸山県民サンビーチ,岡山県,,,15.6,5.2,5.3,8.2,13.2,17.9,21.5,25.4,27.0,23.7,18.5,13.1,7.8,,"https://www.google.com/maps?q=34.7313728,134.4165389"
丸山県民サンビーチ,岡山県,,,15.6,5.2,5.3,8.2,13.2,17.9,21.5,25.4,27.0,23.7,18.5,13.1,7.8,,"https://www.google.com/maps?q=34.7311952,134.4158255"
丸山県民サンビーチ,岡山県,,,15.6,5.2,5.3,8.2,13.2,17.9,21.5,25.4,27.0,23.7,18.5,13.1,7.8,,"https://www.google.com/maps?q=34.7467281,134.4316158"
J.club,熊本県,阿蘇市波野中江884,,13.4,2.2,3.6,7.1,12.2,16.9,20.3,23.9,24.3,21.1,15.5,9.9,4.2,,"https://www.google.com/maps?q=32.8924487,131.1780657"
原不動滝キャンプ場,鳥取県,,,13.8,2.4,3.1,6.6,12.1,17.1,21.0,24.9,25.8,21.9,15.9,9.9,4.7,,"https://www.google.com/maps?q=35.2035986,134.5062255"
浩庵キャンプ場,山梨県,,,12.3,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,,"https://www.google.com/maps?q=35.4727329,138.5750091"
Camp ground,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.4536533,139.0512885"
七ツ釜キャンプ場,長野県,,,10.9,-1.2,-0.9,2.1,8.0,14.9,19.0,22.7,23.8,19.6,13.5,7.3,1.7,,"https://www.google.com/maps?q=36.9718441,138.7105776"
健康の森よこね,山形県,,,10.9,-0.3,-0.1,2.2,7.7,14.4,18.9,22.7,23.8,19.5,13.1,6.9,1.9,,"https://www.google.com/maps?q=38.050227,139.728818"
休暇村佐渡オートキャンプ場,新潟県,,,13.3,3.1,3.1,5.7,10.4,15.1,19.0,23.1,25.0,21.8,16.5,11.0,5.9,,"https://www.google.com/maps?q=38.2488087,138.4017474"
二ツ亀キャンプ場,新潟県,,,13.3,3.1,3.1,5.7,10.4,15.1,19.0,23.1,25.0,21.8,16.5,11.0,5.9,,"https://www.google.com/maps?q=38.3297149,138.4872159"
寒川キャンプ場,新潟県,,,12.9,2.5,2.5,5.1,10.0,15.2,19.2,23.3,24.9,21.1,15.5,10.1,5.2,,"https://www.google.com/maps?q=38.4534077,139.494965"
碁石キャンプ場,山形県,,,12.9,2.5,2.5,5.1,10.0,15.2,19.2,23.3,24.9,21.1,15.5,10.1,5.2,,"https://www.google.com/maps?q=38.4966743,139.5187652"
とどろき万太郎村キャンプ場,長崎県,,,16.6,6.2,7.2,10.3,14.9,19.2,22.6,26.5,27.3,24.0,18.9,13.4,8.3,,"https://www.google.com/maps?q=32.4180815,130.0354276"
Ban-yamin campsite,鹿児島県,,,19.6,11.8,12.3,14.6,17.8,21.0,23.7,27.0,27.5,25.7,22.2,18.2,13.9,,"https://www.google.com/maps?q=30.3201087,130.6606416"
ニセコサヒナキャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=42.8271591,140.621791"
宮原公園,栃木県,,,13.2,0.9,2.5,6.4,11.3,17.2,20.6,24.4,25.4,21.5,15.6,9.1,3.4,,"https://www.google.com/maps?q=36.6620124,140.1740057"
河津七滝オートキャンプ場,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=34.7996427,138.9269583"
四万十オートキャンプ場「ウェル花夢」,高知県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=33.2163575,132.9774133"
さいたま市グリーンライフ猿花キャンプ場,埼玉県,,,15.2,3.9,4.9,8.4,13.7,18.6,22.0,25.9,27.0,23.2,17.5,11.4,6.2,,"https://www.google.com/maps?q=35.9165568,139.6648788"
大井沢キャンプ場,山形県,,,8.9,-2.3,-2.1,0.6,5.2,12.1,16.9,20.9,21.8,17.5,11.0,5.1,0.1,,"https://www.google.com/maps?q=38.3841412,139.9937323"
葉山森林公園キャンプ場,山形県,,,11.0,-0.9,-0.6,2.5,8.8,15.1,19.3,22.9,23.8,19.4,13.0,6.7,1.6,,"https://www.google.com/maps?q=38.1655416,140.0229601"
鳥野目河川公園オートキャンプ場,栃木県,,,12.1,0.9,1.5,4.9,10.2,15.5,19.1,22.8,23.8,20.1,14.5,8.5,3.3,,"https://www.google.com/maps?q=36.9899026,140.0309936"
本栖湖キャンプ場,山梨県,,,12.3,0.3,1.9,5.8,11.4,16.0,19.6,23.4,24.2,20.3,14.2,8.2,2.8,,"https://www.google.com/maps?q=35.4574226,138.6006856"
大池いこいの森キャンプ場,長野県,,,13.7,2.9,3.0,5.8,10.9,16.1,20.3,24.4,26.0,22.1,16.4,10.6,5.5,,"https://www.google.com/maps?q=37.1747513,138.3659267"
町民の森,宮城県,,,11.4,0.3,0.8,3.9,9.1,14.7,18.7,22.2,23.5,20.0,14.0,7.6,2.5,,"https://www.google.com/maps?q=38.4108401,141.0620013"
少年自然の家キャンプ場,愛知県,,,15.2,3.2,4.2,8.1,13.7,18.6,22.5,26.4,27.7,23.8,17.5,11.1,5.6,https://www.city.kasugai.lg.jp/shisetsu/sonota/ie/ie/1010687.html,"https://www.google.com/maps?q=35.3030065,137.0527102"
堂平天文台 星と緑の創造センター,埼玉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://www.town.tokigawa.lg.jp/forms/info/info.aspx?info_id=11574,"https://www.google.com/maps?q=36.0057699,139.1914933"
サンタヒルズ　センターハウス,栃木県,,オート/フリー併設,12.9,1.7,2.6,5.9,11.3,16.5,20.0,23.5,24.4,20.8,15.1,9.1,4.0,,"https://www.google.com/maps?q=36.7540868,140.0837844"
沼沢湖,新潟県,,,10.5,-1.0,-0.8,2.1,7.3,14.3,18.5,22.6,23.6,19.2,12.9,6.5,1.3,,"https://www.google.com/maps?q=37.451313,139.5870501"
ベアードブルワリーガーデン,静岡県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://camp.bairdbeer.com/,"https://www.google.com/maps?q=34.9514017,138.9405447"
白浜キャンプ場,北海道,,,8.1,-3.3,-3.1,0.3,5.3,10.1,14.4,18.6,20.7,18.1,12.3,4.9,-1.2,,"https://www.google.com/maps?q=44.4289318,141.414926"
"Hisetsunotaki Camping Ground, 1409-1, Asari, Kiho, Minamimuro-gun, Mie 519-5718, Japan",和歌山県,,,17.3,7.6,8.3,11.3,15.7,19.4,22.4,26.3,27.2,24.6,20.0,15.0,9.9,https://hisetsu.jp/,"https://www.google.com/maps?q=33.7580802,135.9264999"
白岩渓流園キャンプ場,埼玉県,飯能市,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9091874,139.1314702"
稲ヶ崎キャンプ場,千葉県,君津市,,14.2,3.5,4.4,7.8,12.6,17.0,20.2,24.2,25.3,21.9,16.3,11.0,6.0,,"https://www.google.com/maps?q=35.225606,140.0983476"
つちうちキャンプ場,山梨県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.chichibu.ne.jp,"https://www.google.com/maps?q=35.9433832,138.9275068"
多々羅キャンプ場,愛媛県,,,15.4,5.5,5.6,8.4,13.1,17.6,21.3,25.3,26.8,23.4,18.0,12.5,7.7,,"https://www.google.com/maps?q=34.2578307,133.0525808"
老谷の森 川のほとりのキャンプ場,岐阜県,下呂市,,12.5,0.6,1.3,5.1,10.9,16.3,20.2,23.7,24.8,20.9,14.9,8.5,3.1,https://oitaninomori.com/,"https://www.google.com/maps?q=35.9578795,137.1188686"
高間キャンプ場,岡山県,,,14.5,2.8,3.7,7.3,12.9,18.1,22.0,26.0,27.0,22.7,16.3,10.1,4.9,,"https://www.google.com/maps?q=34.7547024,133.6382146"
三重湖公園キャンプ場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.0841071,141.6798073"
大浜崎キャンプ場,広島県,,,15.9,5.7,5.8,8.6,13.4,18.1,21.8,25.9,27.5,24.1,18.6,12.9,8.0,,"https://www.google.com/maps?q=34.3576274,133.1710266"
ひるぜん塩釜キャンプ場,鳥取県,,,11.5,0.3,0.7,4.1,9.6,14.7,18.8,23.0,23.7,19.4,13.3,7.8,2.7,,"https://www.google.com/maps?q=35.3015147,133.6777356"
森林公園びふかアイランド（キャンプ場）,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=44.5576466,142.3245043"
平田森林公園キャンプ場,島根県,,,15.1,4.4,5.1,8.0,12.8,17.9,21.8,25.7,27.1,22.9,17.2,11.9,6.7,,"https://www.google.com/maps?q=35.4432,132.8081157"
Tamagawa picnic site,山口県,,,14.8,5.1,5.4,8.0,12.6,17.2,21.0,25.2,26.0,21.9,16.4,11.6,7.1,,"https://www.google.com/maps?q=34.6529293,131.6619714"
Camping area (summer),山口県,,,15.8,5.7,6.4,9.1,13.6,18.3,21.9,26.2,27.0,23.1,17.7,12.8,8.0,,"https://www.google.com/maps?q=34.3867932,131.2571298"
Wild beach camping.,山口県,,,15.9,5.0,5.9,9.1,14.0,18.8,22.4,26.3,27.5,23.9,18.2,12.5,7.2,,"https://www.google.com/maps?q=33.9933808,131.4438712"
ニニウキャンプ場,北海道,,,5.0,-9.8,-8.9,-3.7,3.0,9.9,14.8,18.9,19.3,14.6,7.5,0.7,-6.4,https://niniu-camp.sakura.ne.jp/,"https://www.google.com/maps?q=42.9552395,142.3206751"
サホロ湖キャンプ場,北海道,,,6.9,-6.2,-5.6,-1.1,5.3,11.3,15.2,18.8,19.8,16.0,9.5,3.0,-3.3,,"https://www.google.com/maps?q=43.1806705,142.8274324"
めいほうキャンプ場,岐阜県,,,12.8,0.8,1.5,5.4,11.2,16.5,20.5,24.3,25.3,21.3,14.9,8.5,3.1,,"https://www.google.com/maps?q=35.8460573,137.0305304"
Nice and quiet camping place. No shower.,鳥取県,,,15.2,4.6,5.2,8.0,12.7,17.5,21.4,25.4,27.0,23.0,17.6,12.5,7.1,,"https://www.google.com/maps?q=35.5009894,134.1546025"
木のむらキャンプ場,埼玉県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=35.9875211,139.2073164"
柏木地区レクリエーション施設キャンプ場,北海道,,,7.2,-6.2,-5.5,-0.9,5.4,11.1,15.2,19.1,20.6,16.8,10.2,3.4,-3.5,http://www.eniwa-ciu.jp/kashiwagi.html,"https://www.google.com/maps?q=42.8888196,141.5402199"
閉伊川オートキャンプ場,岩手県,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=39.6165324,141.7932878"
兜沼公園キャンプ場,北海道,,,5.6,-6.9,-6.9,-2.5,3.5,8.9,12.9,17.1,18.7,15.0,8.8,1.9,-4.1,http://www.toyotomicamp.sakura.ne.jp/,"https://www.google.com/maps?q=45.2169499,141.7001835"
国設白金野営場,北海道,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"https://www.google.com/maps?q=43.4744049,142.6460165"
